#
# Ground-based BVRcIc photometry of Kepler Cepheid
# V1154 Cygni and Cepheid candidates
#
# SRO: Sonoita Research Obs.  LOT: Lulin One-meter Telescope 
# SLT: SLT, lulin Obs.        TNG: Tenagra Obs.
#
# KIC ID      HJD            magnitude  mag_err  Filter   Observatory
#
06437385   2455416.2642         12.318  0.004   B  SLT
06437385   2455420.3097         12.326  0.005   B  SLT
06437385   2455421.2423         12.341  0.003   B  SLT
06437385   2455422.2328         12.338  0.003   B  SLT
06437385   2455423.2238         12.339  0.003   B  SLT
06437385   2455425.2293         12.312  0.003   B  SLT
06437385   2455428.2107         12.318  0.003   B  SLT
06437385   2455429.2087         12.319  0.004   B  SLT
06437385   2455431.2236         12.318  0.005   B  SLT
06437385   2455283.0064         12.322  0.008   B  TNG
06437385   2455285.0043         12.318  0.008   B  TNG
06437385   2455286.0020         12.351  0.006   B  TNG
06437385   2455287.0021         12.363  0.006   B  TNG
06437385   2455288.9993         12.295  0.009   B  TNG
06437385   2455289.9995         12.301  0.006   B  TNG
06437385   2455290.9979         12.302  0.006   B  TNG
06437385   2455291.9976         12.292  0.006   B  TNG
06437385   2455292.9967         12.306  0.006   B  TNG
06437385   2455293.9945         12.307  0.008   B  TNG
06437385   2455294.9946         12.327  0.006   B  TNG
06437385   2455295.9837         12.329  0.005   B  TNG
06437385   2455296.9918         12.329  0.006   B  TNG
06437385   2455298.9924         12.357  0.006   B  TNG
06437385   2455299.9899         12.354  0.005   B  TNG
06437385   2455300.9895         12.334  0.006   B  TNG
06437385   2455301.9877         12.330  0.006   B  TNG
06437385   2455302.9869         12.319  0.010   B  TNG
06437385   2455303.9855         12.291  0.007   B  TNG
06437385   2455304.9851         12.267  0.055   B  TNG
06437385   2455306.9832         12.321  0.005   B  TNG
06437385   2455318.9726         12.304  0.004   B  TNG
06437385   2455319.9719         12.299  0.004   B  TNG
06437385   2455320.9711         12.318  0.003   B  TNG
06437385   2455321.9710         12.318  0.003   B  TNG
06437385   2455322.9706         12.306  0.003   B  TNG
06437385   2455323.9694         12.329  0.003   B  TNG
06437385   2455324.9721         12.337  0.008   B  TNG
06437385   2455325.9718         12.330  0.003   B  TNG
06437385   2455326.9709         12.344  0.004   B  TNG
06437385   2455327.9704         12.347  0.004   B  TNG
06437385   2455329.9681         12.298  0.003   B  TNG
06437385   2455330.9671         12.296  0.002   B  TNG
06437385   2455332.9602         12.294  0.002   B  TNG
06437385   2455333.9577         12.300  0.002   B  TNG
06437385   2455334.9546         12.297  0.002   B  TNG
06437385   2455335.9528         12.307  0.002   B  TNG
06437385   2455336.9500         12.318  0.002   B  TNG
06437385   2455338.9436         12.332  0.003   B  TNG
06437385   2455339.9411         12.338  0.002   B  TNG
06437385   2455342.9327         12.324  0.002   B  TNG
06437385   2455343.9302         12.306  0.002   B  TNG
06437385   2455346.9217         12.299  0.002   B  TNG
06437385   2455347.9193         12.305  0.002   B  TNG
06437385   2455348.9288         12.316  0.002   B  TNG
06437385   2455349.9143         12.320  0.002   B  TNG
06437385   2455350.9120         12.316  0.002   B  TNG
06437385   2455351.9091         12.322  0.002   B  TNG
06437385   2455352.9062         12.340  0.003   B  TNG
06437385   2455355.8976         12.330  0.003   B  TNG
06437385   2455356.8948         12.323  0.002   B  TNG
06437385   2455357.8923         12.290  0.002   B  TNG
06437385   2455328.9695         12.310  0.003   B  TNG
06437385   2455278.3758         11.633  0.002   V  LOT
06437385   2455278.3399         11.630  0.002   V  LOT
06437385   2455279.3438         11.635  0.002   V  LOT
06437385   2455385.2904         11.711  0.003   V  LOT
06437385   2455408.2486         11.742  0.003   V  LOT
06437385   2455271.3431         11.683  0.004   V  SLT
06437385   2455272.3492         11.705  0.003   V  SLT
06437385   2455273.3452         11.710  0.003   V  SLT
06437385   2455298.3178         11.692  0.002   V  SLT
06437385   2455298.3626         11.705  0.003   V  SLT
06437385   2455298.2733         11.708  0.004   V  SLT
06437385   2455299.3304         11.715  0.003   V  SLT
06437385   2455299.2879         11.702  0.004   V  SLT
06437385   2455300.2864         11.701  0.003   V  SLT
06437385   2455312.2096         11.692  0.003   V  SLT
06437385   2455317.1858         11.639  0.002   V  SLT
06437385   2455329.3318         11.676  0.002   V  SLT
06437385   2455330.1925         11.641  0.001   V  SLT
06437385   2455333.3267         11.641  0.001   V  SLT
06437385   2455388.3213         11.649  0.002   V  SLT
06437385   2455390.2404         11.654  0.002   V  SLT
06437385   2455392.2901         11.668  0.002   V  SLT
06437385   2455393.2917         11.695  0.002   V  SLT
06437385   2455416.2655         11.658  0.003   V  SLT
06437385   2455420.3110         11.701  0.003   V  SLT
06437385   2455421.2437         11.697  0.002   V  SLT
06437385   2455422.2342         11.703  0.002   V  SLT
06437385   2455423.2251         11.697  0.002   V  SLT
06437385   2455425.2306         11.662  0.002   V  SLT
06437385   2455428.2121         11.639  0.002   V  SLT
06437385   2455429.2100         11.659  0.002   V  SLT
06437385   2455431.2249         11.662  0.003   V  SLT
06437385   2455283.0057         11.677  0.006   V  TNG
06437385   2455285.0036         11.702  0.006   V  TNG
06437385   2455286.0013         11.696  0.006   V  TNG
06437385   2455287.0014         11.690  0.006   V  TNG
06437385   2455288.9986         11.653  0.006   V  TNG
06437385   2455289.9988         11.633  0.005   V  TNG
06437385   2455290.9972         11.621  0.006   V  TNG
06437385   2455291.9969         11.631  0.005   V  TNG
06437385   2455292.9960         11.638  0.006   V  TNG
06437385   2455293.9938         11.661  0.006   V  TNG
06437385   2455294.9939         11.660  0.005   V  TNG
06437385   2455295.9830         11.684  0.005   V  TNG
06437385   2455296.9910         11.689  0.005   V  TNG
06437385   2455298.9917         11.705  0.006   V  TNG
06437385   2455299.9892         11.712  0.005   V  TNG
06437385   2455300.9888         11.680  0.006   V  TNG
06437385   2455301.9870         11.662  0.006   V  TNG
06437385   2455302.9862         11.635  0.008   V  TNG
06437385   2455303.9848         11.637  0.006   V  TNG
06437385   2455304.9844         11.677  0.053   V  TNG
06437385   2455306.9825         11.649  0.005   V  TNG
06437385   2455318.8758         11.634  0.004   V  TNG
06437385   2455319.9711         11.627  0.004   V  TNG
06437385   2455320.9703         11.638  0.004   V  TNG
06437385   2455321.9702         11.667  0.004   V  TNG
06437385   2455322.9697         11.667  0.004   V  TNG
06437385   2455323.9685         11.675  0.004   V  TNG
06437385   2455324.9673         11.712  0.007   V  TNG
06437385   2455325.9710         11.683  0.004   V  TNG
06437385   2455326.9701         11.710  0.004   V  TNG
06437385   2455327.9696         11.685  0.004   V  TNG
06437385   2455329.9691         11.628  0.003   V  TNG
06437385   2455330.9660         11.623  0.003   V  TNG
06437385   2455332.9591         11.626  0.003   V  TNG
06437385   2455333.9568         11.642  0.003   V  TNG
06437385   2455334.9536         11.653  0.003   V  TNG
06437385   2455335.9517         11.662  0.003   V  TNG
06437385   2455336.9490         11.671  0.003   V  TNG
06437385   2455338.9425         11.694  0.004   V  TNG
06437385   2455339.9422         11.707  0.003   V  TNG
06437385   2455342.9338         11.663  0.003   V  TNG
06437385   2455343.9314         11.649  0.003   V  TNG
06437385   2455346.9205         11.641  0.003   V  TNG
06437385   2455347.9181         11.636  0.003   V  TNG
06437385   2455348.9300         11.659  0.004   V  TNG
06437385   2455349.9154         11.663  0.003   V  TNG
06437385   2455350.9131         11.671  0.004   V  TNG
06437385   2455351.9102         11.688  0.003   V  TNG
06437385   2455352.9073         11.681  0.004   V  TNG
06437385   2455355.8987         11.687  0.004   V  TNG
06437385   2455356.8959         11.673  0.003   V  TNG
06437385   2455357.8934         11.645  0.003   V  TNG
06437385   2455328.9686         11.675  0.004   V  TNG
06437385   2455278.3766         11.240  0.002   R  LOT
06437385   2455278.3407         11.235  0.002   R  LOT
06437385   2455279.3447         11.257  0.002   R  LOT
06437385   2455385.2915         11.297  0.003   R  LOT
06437385   2455408.2497         11.374  0.003   R  LOT
06437385   2455271.3440         11.294  0.002   R  SLT
06437385   2455272.3501         11.304  0.002   R  SLT
06437385   2455273.3462         11.306  0.002   R  SLT
06437385   2455298.3188         11.296  0.002   R  SLT
06437385   2455298.3636         11.302  0.002   R  SLT
06437385   2455298.2743         11.294  0.002   R  SLT
06437385   2455299.3313         11.306  0.002   R  SLT
06437385   2455299.2888         11.309  0.002   R  SLT
06437385   2455300.2874         11.302  0.002   R  SLT
06437385   2455312.2106         11.288  0.002   R  SLT
06437385   2455317.1867         11.232  0.001   R  SLT
06437385   2455329.3328         11.268  0.001   R  SLT
06437385   2455330.1934         11.232  0.001   R  SLT
06437385   2455333.3277         11.229  0.001   R  SLT
06437385   2455388.3224         11.249  0.001   R  SLT
06437385   2455390.2416         11.248  0.001   R  SLT
06437385   2455392.2911         11.267  0.001   R  SLT
06437385   2455393.2927         11.290  0.001   R  SLT
06437385   2455416.2666         11.263  0.001   R  SLT
06437385   2455420.3122         11.283  0.002   R  SLT
06437385   2455421.2448         11.296  0.001   R  SLT
06437385   2455422.2353         11.295  0.001   R  SLT
06437385   2455423.2262         11.284  0.001   R  SLT
06437385   2455425.2318         11.260  0.001   R  SLT
06437385   2455428.2132         11.252  0.001   R  SLT
06437385   2455429.2111         11.250  0.002   R  SLT
06437385   2455431.2260         11.265  0.002   R  SLT
06437385   2455283.0050         11.266  0.003   R  TNG
06437385   2455285.0029         11.282  0.004   R  TNG
06437385   2455286.0006         11.299  0.003   R  TNG
06437385   2455287.0007         11.297  0.003   R  TNG
06437385   2455288.9979         11.239  0.004   R  TNG
06437385   2455289.9981         11.215  0.003   R  TNG
06437385   2455290.9965         11.211  0.003   R  TNG
06437385   2455291.9962         11.213  0.003   R  TNG
06437385   2455292.9953         11.226  0.003   R  TNG
06437385   2455293.9931         11.246  0.003   R  TNG
06437385   2455294.9932         11.239  0.003   R  TNG
06437385   2455295.9823         11.250  0.003   R  TNG
06437385   2455296.9903         11.269  0.003   R  TNG
06437385   2455298.9910         11.295  0.003   R  TNG
06437385   2455299.9885         11.278  0.003   R  TNG
06437385   2455300.9881         11.285  0.003   R  TNG
06437385   2455301.9863         11.252  0.003   R  TNG
06437385   2455302.9855         11.223  0.004   R  TNG
06437385   2455303.9841         11.215  0.003   R  TNG
06437385   2455304.9837         11.188  0.030   R  TNG
06437385   2455306.9818         11.241  0.003   R  TNG
06437385   2455318.8750         11.214  0.002   R  TNG
06437385   2455319.9703         11.214  0.002   R  TNG
06437385   2455320.9692         11.239  0.002   R  TNG
06437385   2455321.9694         11.253  0.002   R  TNG
06437385   2455322.9689         11.263  0.002   R  TNG
06437385   2455323.9678         11.264  0.002   R  TNG
06437385   2455324.9665         11.272  0.005   R  TNG
06437385   2455325.9702         11.291  0.002   R  TNG
06437385   2455326.9693         11.304  0.002   R  TNG
06437385   2455327.9688         11.279  0.002   R  TNG
06437385   2455329.9670         11.215  0.002   R  TNG
06437385   2455330.9681         11.214  0.002   R  TNG
06437385   2455331.9620         11.225  0.004   R  TNG
06437385   2455332.9612         11.222  0.002   R  TNG
06437385   2455333.9589         11.223  0.002   R  TNG
06437385   2455334.9557         11.229  0.002   R  TNG
06437385   2455335.9538         11.249  0.002   R  TNG
06437385   2455336.9511         11.257  0.002   R  TNG
06437385   2455338.9446         11.280  0.002   R  TNG
06437385   2455339.9400         11.285  0.002   R  TNG
06437385   2455342.9316         11.270  0.002   R  TNG
06437385   2455343.9291         11.246  0.002   R  TNG
06437385   2455346.9228         11.232  0.002   R  TNG
06437385   2455347.9205         11.245  0.002   R  TNG
06437385   2455348.9309         11.244  0.002   R  TNG
06437385   2455349.9132         11.255  0.002   R  TNG
06437385   2455350.9109         11.260  0.002   R  TNG
06437385   2455351.9079         11.275  0.002   R  TNG
06437385   2455352.9050         11.277  0.002   R  TNG
06437385   2455355.8965         11.285  0.002   R  TNG
06437385   2455356.8936         11.252  0.002   R  TNG
06437385   2455357.8912         11.232  0.002   R  TNG
06437385   2455328.9678         11.272  0.002   R  TNG
06437385   2455278.3775         10.823  0.002   I  LOT
06437385   2455278.3416         10.837  0.002   I  LOT
06437385   2455279.3456         10.824  0.002   I  LOT
06437385   2455385.2926         10.943  0.002   I  LOT
06437385   2455408.2508         10.982  0.002   I  LOT
06437385   2455271.3450         10.879  0.002   I  SLT
06437385   2455272.3512         10.896  0.002   I  SLT
06437385   2455273.3472         10.893  0.002   I  SLT
06437385   2455298.3198         10.886  0.002   I  SLT
06437385   2455298.3646         10.884  0.002   I  SLT
06437385   2455298.2752         10.881  0.002   I  SLT
06437385   2455299.3323         10.897  0.002   I  SLT
06437385   2455299.2898         10.892  0.002   I  SLT
06437385   2455300.2884         10.898  0.002   I  SLT
06437385   2455312.2117         10.884  0.002   I  SLT
06437385   2455317.1880         10.823  0.001   I  SLT
06437385   2455329.3338         10.860  0.001   I  SLT
06437385   2455330.1944         10.826  0.001   I  SLT
06437385   2455333.3286         10.821  0.001   I  SLT
06437385   2455388.3235         10.837  0.001   I  SLT
06437385   2455390.2427         10.846  0.001   I  SLT
06437385   2455392.2922         10.857  0.001   I  SLT
06437385   2455393.2938         10.880  0.002   I  SLT
06437385   2455416.2677         10.844  0.002   I  SLT
06437385   2455420.3133         10.879  0.002   I  SLT
06437385   2455421.2459         10.885  0.001   I  SLT
06437385   2455422.2364         10.886  0.001   I  SLT
06437385   2455423.2273         10.878  0.001   I  SLT
06437385   2455425.2329         10.848  0.002   I  SLT
06437385   2455428.2143         10.833  0.001   I  SLT
06437385   2455429.2122         10.843  0.002   I  SLT
06437385   2455431.2271         10.848  0.002   I  SLT
06437385   2455283.0043         10.853  0.004   I  TNG
06437385   2455285.0022         10.871  0.004   I  TNG
06437385   2455285.9999         10.882  0.003   I  TNG
06437385   2455287.0000         10.887  0.003   I  TNG
06437385   2455288.9972         10.839  0.004   I  TNG
06437385   2455289.9974         10.819  0.003   I  TNG
06437385   2455290.9958         10.796  0.003   I  TNG
06437385   2455291.9955         10.809  0.003   I  TNG
06437385   2455292.9946         10.821  0.003   I  TNG
06437385   2455293.9924         10.833  0.003   I  TNG
06437385   2455294.9925         10.846  0.003   I  TNG
06437385   2455295.9816         10.851  0.003   I  TNG
06437385   2455296.9896         10.852  0.003   I  TNG
06437385   2455298.9903         10.881  0.003   I  TNG
06437385   2455299.9878         10.885  0.003   I  TNG
06437385   2455300.9874         10.875  0.003   I  TNG
06437385   2455301.9856         10.854  0.003   I  TNG
06437385   2455302.9848         10.821  0.005   I  TNG
06437385   2455303.9834         10.812  0.003   I  TNG
06437385   2455304.9830         10.732  0.032   I  TNG
06437385   2455306.9811         10.835  0.003   I  TNG
06437385   2455318.8742         10.802  0.002   I  TNG
06437385   2455319.9696         10.816  0.002   I  TNG
06437385   2455320.9684         10.835  0.002   I  TNG
06437385   2455321.9686         10.838  0.002   I  TNG
06437385   2455322.9681         10.848  0.002   I  TNG
06437385   2455323.9670         10.855  0.002   I  TNG
06437385   2455324.9657         10.872  0.004   I  TNG
06437385   2455325.9653         10.881  0.002   I  TNG
06437385   2455326.9686         10.885  0.002   I  TNG
06437385   2455327.9680         10.883  0.002   I  TNG
06437385   2455329.9661         10.838  0.002   I  TNG
06437385   2455330.9650         10.817  0.002   I  TNG
06437385   2455332.9581         10.814  0.002   I  TNG
06437385   2455333.9558         10.825  0.002   I  TNG
06437385   2455334.9566         10.834  0.002   I  TNG
06437385   2455335.9508         10.846  0.002   I  TNG
06437385   2455336.9480         10.852  0.002   I  TNG
06437385   2455338.9455         10.871  0.002   I  TNG
06437385   2455339.9431         10.890  0.002   I  TNG
06437385   2455342.9348         10.853  0.002   I  TNG
06437385   2455343.9323         10.835  0.002   I  TNG
06437385   2455346.9195         10.825  0.002   I  TNG
06437385   2455347.9172         10.835  0.002   I  TNG
06437385   2455348.9319         10.842  0.002   I  TNG
06437385   2455349.9164         10.846  0.002   I  TNG
06437385   2455350.9099         10.846  0.002   I  TNG
06437385   2455351.9111         10.864  0.002   I  TNG
06437385   2455352.9082         10.876  0.002   I  TNG
06437385   2455355.8997         10.875  0.002   I  TNG
06437385   2455356.8969         10.856  0.002   I  TNG
06437385   2455357.8944         10.833  0.002   I  TNG
06437385   2455328.9671         10.843  0.002   I  TNG
07548061   2455103.8362 	9.800 	0.003	B  SRO
07548061   2455103.8378 	9.788 	0.005	B  SRO
07548061   2455104.8318 	10.073 	0.005 	B  SRO
07548061   2455104.8331 	10.059 	0.004	B  SRO
07548061   2455105.8438 	10.250 	0.007	B  SRO
07548061   2455105.8452 	10.249 	0.006	B  SRO
07548061   2455106.8309 	10.304 	0.004	B  SRO
07548061   2455106.8322 	10.314 	0.005	B  SRO
07548061   2455109.8283 	10.107 	0.005	B  SRO
07548061   2455109.8296 	10.086 	0.006	B  SRO
07548061   2455124.7797 	10.138 	0.005	B  SRO
07548061   2455124.7811 	10.113 	0.004	B  SRO
07548061   2455125.7801 	10.250 	0.005	B  SRO
07548061   2455125.7814 	10.284 	0.004	B  SRO
07548061   2455126.7769 	10.242 	0.004	B  SRO
07548061   2455126.7782 	10.254 	0.006	B  SRO
07548061   2455127.7711 	9.777 	0.005	B  SRO
07548061   2455127.7724 	9.775 	0.006	B  SRO
07548061   2455136.7490 	10.223 	0.004	B  SRO
07548061   2455136.7503 	10.227 	0.005	B  SRO
07548061   2455139.7409 	10.172 	0.004	B  SRO
07548061   2455139.7422 	10.168 	0.005	B  SRO
07548061   2455246.0398 	9.753 	0.005	B  SRO
07548061   2455246.0439 	9.744 	0.006	B  SRO
07548061   2455247.0393 	9.881 	0.006	B  SRO
07548061   2455247.0434 	9.883 	0.006	B  SRO
07548061   2455269.0215 	10.309 	0.004	B  SRO
07548061   2455269.0236 	10.320 	0.004	B  SRO
07548061   2455290.0017 	9.917 	0.004	B  SRO
07548061   2455290.0038 	9.921 	0.005	B  SRO
07548061   2455299.9908 	9.856	0.005	B  SRO
07548061   2455299.9929 	9.850 	0.004	B  SRO
07548061   2455278.3709         10.239  0.002   B  LOT
07548061   2455278.3350         10.242  0.001   B  LOT
07548061   2455385.2386         9.992   0.003   B  LOT
07548061   2455408.2217         9.940   0.003   B  LOT
07548061   2455430.2728         10.207  0.003   B  LOT
07548061   2455272.3431         10.078  0.002   B  SLT
07548061   2455273.3389         10.240  0.002   B  SLT
07548061   2455298.3100         10.265  0.002   B  SLT
07548061   2455298.3547         10.265  0.001   B  SLT
07548061   2455298.2655         10.240  0.002   B  SLT
07548061   2455299.3224         10.180  0.001   B  SLT
07548061   2455299.2800         10.211  0.002   B  SLT
07548061   2455300.2784         9.758   0.002   B  SLT
07548061   2455300.2687         9.760   0.001   B  SLT
07548061   2455317.2741         10.171  0.002   B  SLT
07548061   2455329.1557         10.051  0.001   B  SLT
07548061   2455330.3155         9.803   0.001   B  SLT
07548061   2455330.1659         9.739   0.001   B  SLT
07548061   2455333.3082         10.303  0.001   B  SLT
07548061   2455390.2163         9.999   0.001   B  SLT
07548061   2455392.2666         10.289  0.002   B  SLT
07548061   2455393.2674         9.999   0.001   B  SLT
07548061   2455416.2398         10.268  0.002   B  SLT
07548061   2455420.2743         10.135  0.002   B  SLT
07548061   2455421.2029         10.215  0.001   B  SLT
07548061   2455422.1976         10.256  0.001   B  SLT
07548061   2455424.2758         9.878   0.001   B  SLT
07548061   2455425.1904         10.120  0.002   B  SLT
07548061   2455428.1752         9.815   0.001   B  SLT
07548061   2455429.1728         9.886   0.001   B  SLT
07548061   2455283.0102         10.222  0.002   B  TNG
07548061   2455285.0080         9.948   0.002   B  TNG
07548061   2455286.0057         9.776   0.002   B  TNG
07548061   2455287.0058         10.059  0.002   B  TNG
07548061   2455289.0030         10.269  0.002   B  TNG
07548061   2455290.0031         9.922   0.002   B  TNG
07548061   2455291.0015         9.800   0.002   B  TNG
07548061   2455292.0011         10.079  0.002   B  TNG
07548061   2455293.0002         10.238  0.002   B  TNG
07548061   2455293.9979         10.273  0.002   B  TNG
07548061   2455294.9979         9.876   0.002   B  TNG
07548061   2455295.9870         9.819   0.002   B  TNG
07548061   2455296.9950         10.100  0.002   B  TNG
07548061   2455298.9956         10.272  0.002   B  TNG
07548061   2455299.9930         9.850   0.002   B  TNG
07548061   2455300.9919         9.838   0.002   B  TNG
07548061   2455301.9900         10.107  0.002   B  TNG
07548061   2455302.9892         10.240  0.002   B  TNG
07548061   2455303.9877         10.257  0.002   B  TNG
07548061   2455304.9872         9.869   0.012   B  TNG
07548061   2455306.9852         10.117  0.002   B  TNG
07548061   2455318.8780         10.242  0.002   B  TNG
07548061   2455319.9733         9.745   0.002   B  TNG
07548061   2455320.9720         9.911   0.002   B  TNG
07548061   2455321.9722         10.155  0.002   B  TNG
07548061   2455322.9716         10.274  0.002   B  TNG
07548061   2455323.9704         10.202  0.002   B  TNG
07548061   2455324.9690         9.742   0.003   B  TNG
07548061   2455325.9685         9.942   0.002   B  TNG
07548061   2455326.9717         10.169  0.002   B  TNG
07548061   2455327.9710         10.280  0.002   B  TNG
07548061   2455329.9689         9.736   0.002   B  TNG
07548061   2455332.9700         10.285  0.002   B  TNG
07548061   2455333.9700         10.118  0.002   B  TNG
07548061   2455334.9691         9.730   0.002   B  TNG
07548061   2455335.9696         9.971   0.002   B  TNG
07548061   2455336.9688         10.197  0.002   B  TNG
07548061   2455338.9655         10.096  0.002   B  TNG
07548061   2455339.9634         9.742   0.002   B  TNG
07548061   2455342.9547         10.291  0.002   B  TNG
07548061   2455343.9521         10.048  0.002   B  TNG
07548061   2455346.9427         10.209  0.002   B  TNG
07548061   2455347.9403         10.286  0.002   B  TNG
07548061   2455348.9374         10.011  0.002   B  TNG
07548061   2455349.9355         9.764   0.002   B  TNG
07548061   2455350.9325         10.023  0.002   B  TNG
07548061   2455351.9294         10.225  0.002   B  TNG
07548061   2455352.9264         10.285  0.002   B  TNG
07548061   2455355.9182         10.067  0.002   B  TNG
07548061   2455356.9153         10.224  0.002   B  TNG
07548061   2455357.9119         10.288  0.002   B  TNG
07548061   2455328.9700         10.168  0.002   B  TNG
07548061   2455103.8362 	 8.988  0.003   V  SRO
07548061   2455103.8378 	 9.008  0.003   V  SRO
07548061   2455104.8318 	 9.174  0.004   V  SRO
07548061   2455104.8331 	 9.150  0.003   V  SRO
07548061   2455105.8438 	 9.317  0.004   V  SRO
07548061   2455105.8452 	 9.312  0.003   V  SRO
07548061   2455106.8309 	 9.374  0.003   V  SRO
07548061   2455106.8322 	 9.361  0.003   V  SRO
07548061   2455109.8283 	 9.204  0.006   V  SRO
07548061   2455109.8296 	 9.179  0.004   V  SRO
07548061   2455124.7797 	 9.215  0.005   V  SRO
07548061   2455124.7811 	 9.190  0.004   V  SRO
07548061   2455125.7801 	 9.306  0.006   V  SRO
07548061   2455125.7814 	 9.295  0.004   V  SRO
07548061   2455126.7769 	 9.347  0.004   V  SRO
07548061   2455126.7782 	 9.297  0.004   V  SRO
07548061   2455127.7711 	 9.020  0.004   V  SRO
07548061   2455127.7724 	 9.014  0.004   V  SRO
07548061   2455136.7490 	 9.301  0.002   V  SRO
07548061   2455136.7503 	 9.288  0.003   V  SRO
07548061   2455139.7409 	 9.234  0.003   V  SRO
07548061   2455139.7422 	 9.233  0.003   V  SRO
07548061   2455246.0398 	 8.949  0.008   V  SRO
07548061   2455246.0439 	 8.938  0.008   V  SRO
07548061   2455247.0393 	 9.026  0.008   V  SRO
07548061   2455247.0434 	 9.019  0.006   V  SRO
07548061   2455269.0215 	 9.355  0.004   V  SRO
07548061   2455269.0236 	 9.345  0.004   V  SRO
07548061   2455290.0017 	 9.104  0.003   V  SRO
07548061   2455290.0038 	 9.110  0.003   V  SRO
07548061   2455299.9908 	 9.053  0.004   V  SRO
07548061   2455299.9929 	 9.060  0.003   V  SRO
07548061   2455278.3717          9.305  0.002   V  LOT
07548061   2455278.3359          9.315  0.002   V  LOT
07548061   2455385.2395          9.168  0.003   V  LOT
07548061   2455408.2226          9.125  0.002   V  LOT
07548061   2455430.2737          9.214  0.002   V  LOT
07548061   2455271.3376          9.006  0.002   V  SLT
07548061   2455272.3439          9.198  0.001   V  SLT
07548061   2455273.3398          9.301  0.001   V  SLT
07548061   2455298.3108          9.328  0.001   V  SLT
07548061   2455298.3556          9.334  0.001   V  SLT
07548061   2455298.2664          9.318  0.001   V  SLT
07548061   2455299.3232          9.299  0.001   V  SLT
07548061   2455299.2809          9.322  0.001   V  SLT
07548061   2455300.2793          8.982  0.001   V  SLT
07548061   2455300.2696          8.990  0.001   V  SLT
07548061   2455317.2754          9.277  0.002   V  SLT
07548061   2455329.1565          9.207  0.001   V  SLT
07548061   2455330.3164          8.978  0.001   V  SLT
07548061   2455330.1667          8.979  0.001   V  SLT
07548061   2455333.3089          9.369  0.002   V  SLT
07548061   2455388.2981          9.193  0.001   V  SLT
07548061   2455390.2172          9.150  0.001   V  SLT
07548061   2455392.2674          9.344  0.001   V  SLT
07548061   2455393.2682          9.183  0.001   V  SLT
07548061   2455416.2406          9.320  0.001   V  SLT
07548061   2455420.2751          9.232  0.001   V  SLT
07548061   2455421.2037          9.298  0.001   V  SLT
07548061   2455422.1985          9.329  0.001   V  SLT
07548061   2455424.2766          9.072  0.001   V  SLT
07548061   2455425.1912          9.221  0.001   V  SLT
07548061   2455428.1760          9.040  0.001   V  SLT
07548061   2455429.1736          9.071  0.001   V  SLT
07548061   2455431.1815          9.324  0.001   V  SLT
07548061   2455283.0095          9.287  0.002   V  TNG
07548061   2455285.0073          9.124  0.002   V  TNG
07548061   2455286.0050          8.993  0.002   V  TNG
07548061   2455287.0051          9.154  0.002   V  TNG
07548061   2455289.0023          9.366  0.002   V  TNG
07548061   2455290.0024          9.109  0.002   V  TNG
07548061   2455291.0008          9.006  0.002   V  TNG
07548061   2455292.0004          9.182  0.002   V  TNG
07548061   2455292.9995          9.297  0.002   V  TNG
07548061   2455293.9972          9.362  0.002   V  TNG
07548061   2455294.9973          9.079  0.002   V  TNG
07548061   2455295.9863          9.020  0.001   V  TNG
07548061   2455296.9943          9.195  0.002   V  TNG
07548061   2455298.9949          9.357  0.002   V  TNG
07548061   2455299.9917          9.062  0.002   V  TNG
07548061   2455300.9926          9.020  0.002   V  TNG
07548061   2455301.9907         9.199   0.002   V  TNG
07548061   2455302.9899         9.312   0.002   V  TNG
07548061   2455303.9884         9.357   0.002   V  TNG
07548061   2455304.9879         9.103   0.010   V  TNG
07548061   2455306.9859         9.216   0.002   V  TNG
07548061   2455318.8773         9.318   0.002   V  TNG
07548061   2455319.9726         8.987   0.002   V  TNG
07548061   2455320.9713         9.076   0.002   V  TNG
07548061   2455321.9715         9.242   0.002   V  TNG
07548061   2455322.9709         9.346   0.002   V  TNG
07548061   2455323.9697         9.284   0.002   V  TNG
07548061   2455324.9683         8.989   0.003   V  TNG
07548061   2455325.9678         9.097   0.002   V  TNG
07548061   2455326.9709         9.246   0.002   V  TNG
07548061   2455327.9704         9.346   0.002   V  TNG
07548061   2455329.9681         8.971   0.002   V  TNG
07548061   2455330.9729         9.133   0.001   V  TNG
07548061   2455332.9693         9.356   0.002   V  TNG
07548061   2455333.9692         9.236   0.001   V  TNG
07548061   2455334.9684         8.964   0.002   V  TNG
07548061   2455335.9688         9.108   0.002   V  TNG
07548061   2455336.9681         9.261   0.001   V  TNG
07548061   2455338.9662         9.216   0.002   V  TNG
07548061   2455339.9627         8.972   0.002   V  TNG
07548061   2455342.9540         9.366   0.002   V  TNG
07548061   2455343.9514         9.213   0.002   V  TNG
07548061   2455346.9434         9.282   0.002   V  TNG
07548061   2455347.9410         9.369   0.002   V  TNG
07548061   2455348.9381         9.195   0.002   V  TNG
07548061   2455349.9348         8.992   0.002   V  TNG
07548061   2455350.9333         9.148   0.002   V  TNG
07548061   2455351.9302         9.284   0.001   V  TNG
07548061   2455352.9272         9.364   0.001   V  TNG
07548061   2455355.9175         9.173   0.002   V  TNG
07548061   2455356.9145         9.294   0.002   V  TNG
