#
# Ground-based BVRcIc photometry of Kepler Cepheid
# V1154 Cygni and Cepheid candidates
#
# SRO: Sonoita Research Obs.  LOT: Lulin One-meter Telescope 
# SLT: SLT, lulin Obs.        TNG: Tenagra Obs.
#
# KIC ID      HJD            magnitude  mag_err  Filter   Observatory
#
07548061   2455357.9127         9.371   0.002   V  TNG
07548061   2455328.9693         9.253   0.002   V  TNG
07548061   2455103.8362 	8.613   0.002   R  SRO
07548061   2455103.8378 	8.582   0.003   R  SRO
07548061   2455104.8318 	8.636   0.006   R  SRO
07548061   2455104.8331 	8.631   0.006   R  SRO
07548061   2455105.8438 	8.713   0.009   R  SRO
07548061   2455105.8452 	8.733   0.005   R  SRO
07548061   2455106.8309 	8.790   0.005   R  SRO
07548061   2455106.8322 	8.794   0.004   R  SRO
07548061   2455109.8283 	8.597   0.010   R  SRO
07548061   2455109.8296 	8.603   0.010   R  SRO
07548061   2455124.7797 	8.650   0.007   R  SRO
07548061   2455124.7811 	8.665   0.005   R  SRO
07548061   2455125.7801 	8.753   0.006   R  SRO
07548061   2455125.7814 	8.694   0.007   R  SRO
07548061   2455126.7769 	8.767   0.005   R  SRO
07548061   2455126.7782 	8.811   0.008   R  SRO
07548061   2455127.7711 	8.500   0.007   R  SRO
07548061   2455127.7724 	8.559   0.004   R  SRO
07548061   2455136.7490 	8.753   0.005   R  SRO
07548061   2455136.7503 	8.782   0.004   R  SRO
07548061   2455139.7409 	8.693   0.005   R  SRO
07548061   2455139.7422 	8.694   0.004   R  SRO
07548061   2455246.0398 	8.460   0.006   R  SRO
07548061   2455246.0439 	8.460   0.006   R  SRO
07548061   2455247.0393 	8.489   0.005   R  SRO
07548061   2455247.0434 	8.497   0.004   R  SRO
07548061   2455269.0215 	8.774   0.005   R  SRO
07548061   2455269.0236 	8.795   0.004   R  SRO
07548061   2455290.0017 	8.607   0.004   R  SRO
07548061   2455290.0038 	8.604   0.004   R  SRO
07548061   2455299.9908 	8.600   0.004   R  SRO
07548061   2455299.9929 	8.613   0.004   R  SRO
07548061   2455278.3726         8.761   0.001   R  LOT
07548061   2455278.3367         8.758   0.001   R  LOT
07548061   2455385.2404         8.615   0.002   R  LOT
07548061   2455408.2234         8.635   0.002   R  LOT
07548061   2455430.2745         8.678   0.001   R  LOT
07548061   2455271.3383         8.534   0.001   R  SLT
07548061   2455272.3446         8.643   0.001   R  SLT
07548061   2455273.3405         8.754   0.001   R  SLT
07548061   2455298.3116         8.776   0.001   R  SLT
07548061   2455298.3563         8.782   0.001   R  SLT
07548061   2455298.2671         8.783   0.001   R  SLT
07548061   2455299.3240         8.760   0.001   R  SLT
07548061   2455299.2816         8.775   0.001   R  SLT
07548061   2455300.2801         8.500   0.001   R  SLT
07548061   2455300.2703         8.520   0.001   R  SLT
07548061   2455317.2765         8.754   0.001   R  SLT
07548061   2455329.1572         8.682   0.001   R  SLT
07548061   2455330.3171         8.532   0.001   R  SLT
07548061   2455330.1674         8.487   0.002   R  SLT
07548061   2455333.3095         8.800   0.001   R  SLT
07548061   2455388.2988         8.645   0.001   R  SLT
07548061   2455390.2179         8.605   0.001   R  SLT
07548061   2455392.2681         8.796   0.001   R  SLT
07548061   2455393.2689         8.653   0.001   R  SLT
07548061   2455416.2413         8.763   0.001   R  SLT
07548061   2455420.2759         8.672   0.001   R  SLT
07548061   2455421.2045         8.738   0.001   R  SLT
07548061   2455422.1992         8.780   0.001   R  SLT
07548061   2455424.2774         8.549   0.001   R  SLT
07548061   2455425.1920         8.678   0.001   R  SLT
07548061   2455428.1767         8.555   0.001   R  SLT
07548061   2455429.1744         8.558   0.001   R  SLT
07548061   2455431.1823         8.772   0.001   R  SLT
07548061   2455283.0089         8.733   0.001   R  TNG
07548061   2455285.0067         8.617   0.001   R  TNG
07548061   2455286.0044         8.505   0.001   R  TNG
07548061   2455287.0045         8.618   0.001   R  TNG
07548061   2455289.0016         8.790   0.001   R  TNG
07548061   2455290.0018         8.616   0.001   R  TNG
07548061   2455291.0001         8.518   0.001   R  TNG
07548061   2455291.9998         8.642   0.001   R  TNG
07548061   2455292.9988         8.739   0.001   R  TNG
07548061   2455293.9965         8.801   0.001   R  TNG
07548061   2455294.9966         8.590   0.001   R  TNG
07548061   2455295.9857         8.524   0.001   R  TNG
07548061   2455296.9937         8.653   0.001   R  TNG
07548061   2455298.9942         8.799   0.001   R  TNG
07548061   2455299.9923         8.574   0.001   R  TNG
07548061   2455300.9912         8.519   0.001   R  TNG
07548061   2455301.9893         8.661   0.001   R  TNG
07548061   2455302.9885         8.752   0.001   R  TNG
07548061   2455303.9870         8.798   0.001   R  TNG
07548061   2455304.9865         8.547   0.006   R  TNG
07548061   2455306.9846         8.664   0.001   R  TNG
07548061   2455318.8767         8.793   0.001   R  TNG
07548061   2455319.9720         8.514   0.001   R  TNG
07548061   2455320.9707         8.573   0.001   R  TNG
07548061   2455321.9708         8.683   0.001   R  TNG
07548061   2455322.9702         8.774   0.001   R  TNG
07548061   2455323.9690         8.747   0.001   R  TNG
07548061   2455324.9676         8.500   0.002   R  TNG
07548061   2455325.9671         8.577   0.001   R  TNG
07548061   2455326.9660         8.682   0.001   R  TNG
07548061   2455327.9697         8.774   0.001   R  TNG
07548061   2455328.9686         8.733   0.001   R  TNG
07548061   2455329.9674         8.489   0.001   R  TNG
07548061   2455330.9677         8.578   0.001   R  TNG
07548061   2455331.9701         8.724   0.001   R  TNG
07548061   2455332.9686         8.780   0.001   R  TNG
07548061   2455333.9685         8.707   0.001   R  TNG
07548061   2455334.9677         8.492   0.001   R  TNG
07548061   2455335.9681         8.596   0.001   R  TNG
07548061   2455336.9674         8.708   0.001   R  TNG
07548061   2455338.9648         8.696   0.001   R  TNG
07548061   2455339.9642         8.485   0.001   R  TNG
07548061   2455342.9554         8.798   0.001   R  TNG
07548061   2455343.9529         8.679   0.001   R  TNG
07548061   2455346.9420         8.723   0.001   R  TNG
07548061   2455347.9395         8.803   0.001   R  TNG
07548061   2455348.9388         8.665   0.001   R  TNG
07548061   2455349.9363         8.504   0.001   R  TNG
07548061   2455350.9318         8.615   0.001   R  TNG
07548061   2455351.9287         8.730   0.001   R  TNG
07548061   2455352.9257         8.802   0.001   R  TNG
07548061   2455355.9189         8.630   0.001   R  TNG
07548061   2455356.9160         8.735   0.001   R  TNG
07548061   2455357.9112         8.796   0.001   R  TNG
07548061   2455103.8362 	8.110   0.005   I  SRO
07548061   2455103.8378 	8.109   0.004   I  SRO
07548061   2455104.8318 	8.112   0.005   I  SRO
07548061   2455104.8331 	8.133   0.004   I  SRO
07548061   2455105.8438 	8.214   0.008   I  SRO
07548061   2455105.8452 	8.256   0.006   I  SRO
07548061   2455106.8309 	8.261   0.005   I  SRO
07548061   2455106.8322 	8.269   0.004   I  SRO
07548061   2455109.8283 	8.142   0.008   I  SRO
07548061   2455109.8296 	8.103   0.006   I  SRO
07548061   2455124.7797 	8.168   0.006   I  SRO
07548061   2455124.7811 	8.145   0.006   I  SRO
07548061   2455125.7801 	8.206   0.008   I  SRO
07548061   2455125.7814 	8.235   0.007   I  SRO
07548061   2455126.7769 	8.248   0.006   I  SRO
07548061   2455126.7782 	8.285   0.008   I  SRO
07548061   2455127.7711 	8.063   0.009   I  SRO
07548061   2455127.7724 	8.059   0.005   I  SRO
07548061   2455136.7490 	8.245   0.004   I  SRO
07548061   2455136.7503 	8.247   0.006   I  SRO
07548061   2455139.7409 	8.188   0.004   I  SRO
07548061   2455139.7422 	8.198   0.004   I  SRO
07548061   2455246.0398 	8.014   0.005   I  SRO
07548061   2455247.0393 	8.012   0.005  	I  SRO
07548061   2455269.0215 	8.291   0.006  	I  SRO
07548061   2455269.0236 	8.252   0.004  	I  SRO
07548061   2455290.0017 	8.144   0.004  	I  SRO
07548061   2455290.0038 	8.150   0.004   I  SRO
07548061   2455299.9908 	8.132   0.006  	I  SRO
07548061   2455299.9929 	8.116   0.005  	I  SRO
07548061   2455278.3733         8.257   0.001   I  LOT
07548061   2455278.3375         8.258   0.001   I  LOT
07548061   2455385.2412         8.103   0.002   I  LOT
07548061   2455408.2242         8.129   0.002   I  LOT
07548061   2455430.2679         8.202   0.001   I  LOT
07548061   2455430.2754         8.204   0.001   I  LOT
07548061   2455271.3391         8.061   0.001   I  SLT
07548061   2455272.3454         8.143   0.001   I  SLT
07548061   2455273.3412         8.221   0.001   I  SLT
07548061   2455298.3123         8.262   0.001   I  SLT
07548061   2455298.3571         8.259   0.001   I  SLT
07548061   2455298.2679         8.261   0.001   I  SLT
07548061   2455299.3247         8.258   0.001   I  SLT
07548061   2455299.2824         8.269   0.001   I  SLT
07548061   2455300.2808         8.042   0.001   I  SLT
07548061   2455300.2711         8.064   0.001   I  SLT
07548061   2455317.2775         8.195   0.001   I  SLT
07548061   2455329.1579         8.178   0.001   I  SLT
07548061   2455330.3179         8.039   0.001   I  SLT
07548061   2455330.1682         8.036   0.001   I  SLT
07548061   2455333.3102         8.273   0.001   I  SLT
07548061   2455388.2996         8.192   0.001   I  SLT
07548061   2455390.2187         8.114   0.001   I  SLT
07548061   2455392.2688         8.277   0.001   I  SLT
07548061   2455393.2697         8.176   0.001   I  SLT
07548061   2455416.2420         8.238   0.001   I  SLT
07548061   2455420.2767         8.163   0.001   I  SLT
07548061   2455421.2052         8.245   0.001   I  SLT
07548061   2455422.2000         8.279   0.001   I  SLT
07548061   2455423.1909         8.099   0.001   I  SLT
07548061   2455424.2781         8.084   0.001   I  SLT
07548061   2455425.1928         8.157   0.001   I  SLT
07548061   2455428.1775         8.087   0.001   I  SLT
07548061   2455429.1752         8.080   0.001   I  SLT
07548061   2455431.1901         8.245   0.001   I  SLT
07548061   2455283.0082         8.219   0.001   I  TNG
07548061   2455285.0060         8.151   0.001   I  TNG
07548061   2455286.0037         8.052   0.001   I  TNG
07548061   2455287.0038         8.129   0.001   I  TNG
07548061   2455289.0010         8.274   0.001   I  TNG
07548061   2455290.0011         8.144   0.001   I  TNG
07548061   2455290.9995         8.058   0.001   I  TNG
07548061   2455291.9991         8.128   0.001   I  TNG
07548061   2455292.9982         8.226   0.001   I  TNG
07548061   2455293.9959         8.289   0.001   I  TNG
07548061   2455294.9960         8.121   0.001   I  TNG
07548061   2455295.9850         8.062   0.001   I  TNG
07548061   2455296.9930         8.149   0.001   I  TNG
07548061   2455298.9936         8.291   0.001   I  TNG
07548061   2455299.9910         8.114   0.001   I  TNG
07548061   2455300.9906         8.057   0.001   I  TNG
07548061   2455301.9887         8.152   0.001   I  TNG
07548061   2455302.9878         8.257   0.001   I  TNG
07548061   2455303.9864         8.275   0.001   I  TNG
07548061   2455304.9859         8.090   0.006   I  TNG
07548061   2455306.9839         8.165   0.001   I  TNG
07548061   2455318.8760         8.272   0.001   I  TNG
07548061   2455319.9713         8.057   0.001   I  TNG
07548061   2455320.9700         8.084   0.001   I  TNG
07548061   2455321.9701         8.169   0.001   I  TNG
07548061   2455322.9696         8.247   0.001   I  TNG
07548061   2455323.9684         8.247   0.001   I  TNG
07548061   2455324.9670         8.050   0.004   I  TNG
07548061   2455325.9665         8.083   0.001   I  TNG
07548061   2455326.9654         8.179   0.001   I  TNG
07548061   2455327.9691         8.256   0.001   I  TNG
07548061   2455328.9680         8.235   0.001   I  TNG
07548061   2455329.9667         8.048   0.001   I  TNG
07548061   2455330.9670         8.100   0.001   I  TNG
07548061   2455332.9679         8.268   0.001   I  TNG
07548061   2455333.9679         8.214   0.001   I  TNG
07548061   2455334.9670         8.028   0.001   I  TNG
07548061   2455335.9674         8.104   0.001   I  TNG
07548061   2455336.9667         8.201   0.001   I  TNG
07548061   2455338.9641         8.204   0.001   I  TNG
07548061   2455339.9620         8.039   0.001   I  TNG
07548061   2455342.9533         8.273   0.001   I  TNG
07548061   2455343.9507         8.196   0.001   I  TNG
07548061   2455346.9441         8.210   0.001   I  TNG
07548061   2455347.9417         8.286   0.001   I  TNG
07548061   2455348.9395         8.182   0.001   I  TNG
07548061   2455349.9341         8.050   0.001   I  TNG
07548061   2455350.9340         8.125   0.001   I  TNG
07548061   2455351.9309         8.217   0.001   I  TNG
07548061   2455352.9279         8.285   0.001   I  TNG
07548061   2455355.9168         8.136   0.001   I  TNG
07548061   2455356.9138         8.227   0.001   I  TNG
07548061   2455357.9133         8.289   0.001   I  TNG
08022670   2455278.3676         14.185  0.004   B  LOT
08022670   2455278.3318         14.175  0.005   B  LOT
08022670   2455385.2795         13.992  0.004   B  LOT
08022670   2455408.2377         13.619  0.004   B  LOT
08022670   2455430.2755         13.901  0.004   B  LOT
08022670   2455271.3334         13.920  0.028   B  SLT
08022670   2455272.3397         13.643  0.011   B  SLT
08022670   2455273.3356         13.900  0.014   B  SLT
08022670   2455298.3077         13.909  0.013   B  SLT
08022670   2455298.3524         13.915  0.011   B  SLT
08022670   2455298.2632         13.922  0.019   B  SLT
08022670   2455299.3201         14.277  0.013   B  SLT
08022670   2455299.2778         14.250  0.018   B  SLT
08022670   2455300.2763         13.915  0.012   B  SLT
08022670   2455317.2745         13.715  0.007   B  SLT
08022670   2455330.2814         13.629  0.004   B  SLT
08022670   2455330.1827         13.607  0.005   B  SLT
08022670   2455333.3148         13.887  0.005   B  SLT
08022670   2455388.3103         13.673  0.010   B  SLT
08022670   2455390.2295         14.242  0.011   B  SLT
08022670   2455392.2795         13.634  0.007   B  SLT
08022670   2455393.2808         13.920  0.010   B  SLT
08022670   2455416.2549         13.764  0.009   B  SLT
08022670   2455420.2998         13.786  0.014   B  SLT
08022670   2455421.2282         13.694  0.006   B  SLT
08022670   2455422.2229         13.977  0.009   B  SLT
08022670   2455423.2140         14.271  0.012   B  SLT
08022670   2455425.2194         13.673  0.008   B  SLT
08022670   2455428.2009         13.979  0.010   B  SLT
08022670   2455429.1986         13.662  0.009   B  SLT
08022670   2455431.2137         14.260  0.017   B  SLT
08022670   2455283.0009         14.303  0.023   B  TNG
08022670   2455284.9988         13.658  0.015   B  TNG
08022670   2455285.9965         13.928  0.015   B  TNG
08022670   2455286.9966         14.207  0.019   B  TNG
08022670   2455288.9939         13.599  0.019   B  TNG
08022670   2455289.9940         13.866  0.013   B  TNG
08022670   2455290.9925         14.254  0.020   B  TNG
08022670   2455291.9921         13.921  0.014   B  TNG
08022670   2455292.9912         13.605  0.012   B  TNG
08022670   2455293.9890         13.840  0.016   B  TNG
08022670   2455294.9891         14.232  0.018   B  TNG
08022670   2455295.9782         13.980  0.014   B  TNG
08022670   2455296.9863         13.616  0.011   B  TNG
08022670   2455298.9869         14.150  0.018   B  TNG
08022670   2455299.9844         14.045  0.013   B  TNG
08022670   2455300.9840         13.608  0.011   B  TNG
08022670   2455301.9822         13.746  0.012   B  TNG
08022670   2455302.9814         14.100  0.019   B  TNG
08022670   2455303.9801         14.139  0.023   B  TNG
08022670   2455304.9796         13.734  0.094   B  TNG
08022670   2455306.9778         14.045  0.015   B  TNG
08022670   2455318.8708         13.880  0.011   B  TNG
08022670   2455319.9662         14.205  0.014   B  TNG
08022670   2455320.9650         13.918  0.010   B  TNG
08022670   2455321.9652         13.600  0.007   B  TNG
08022670   2455322.9647         13.835  0.009   B  TNG
08022670   2455323.9636         14.261  0.011   B  TNG
08022670   2455324.9623         13.954  0.026   B  TNG
08022670   2455325.9619         13.627  0.007   B  TNG
08022670   2455326.9609         13.855  0.010   B  TNG
08022670   2455327.9647         14.225  0.012   B  TNG
08022670   2455329.9624         13.615  0.005   B  TNG
08022670   2455330.9628         13.801  0.006   B  TNG
08022670   2455332.9573         14.111  0.008   B  TNG
08022670   2455333.9550         13.640  0.005   B  TNG
08022670   2455334.9527         13.709  0.005   B  TNG
08022670   2455335.9499         14.077  0.007   B  TNG
08022670   2455336.9472         14.155  0.008   B  TNG
08022670   2455338.9416         13.693  0.006   B  TNG
08022670   2455339.9390         14.035  0.006   B  TNG
08022670   2455342.9306         13.669  0.005   B  TNG
08022670   2455343.9282         13.994  0.006   B  TNG
08022670   2455346.9186         13.645  0.005   B  TNG
08022670   2455347.9163         13.947  0.006   B  TNG
08022670   2455348.9392         14.272  0.007   B  TNG
08022670   2455349.9123         13.863  0.005   B  TNG
08022670   2455350.9145         13.628  0.005   B  TNG
08022670   2455351.9070         13.898  0.005   B  TNG
08022670   2455352.9041         14.238  0.009   B  TNG
08022670   2455355.8956         13.845  0.006   B  TNG
08022670   2455356.8928         14.238  0.008   B  TNG
08022670   2455357.8903         14.025  0.006   B  TNG
08022670   2455328.9637         14.066  0.011   B  TNG
08022670   2455278.3685         13.153  0.005   V  LOT
08022670   2455278.3327         13.145  0.005   V  LOT
08022670   2455385.2808         12.997  0.004   V  LOT
08022670   2455408.2389         12.691  0.003   V  LOT
08022670   2455271.3345         12.929  0.013   V  SLT
08022670   2455272.3408         12.604  0.006   V  SLT
08022670   2455273.3367         12.830  0.008   V  SLT
08022670   2455298.3089         12.882  0.007   V  SLT
08022670   2455298.3536         12.910  0.006   V  SLT
08022670   2455298.2644         12.887  0.009   V  SLT
08022670   2455299.3214         13.220  0.008   V  SLT
08022670   2455299.2790         13.198  0.012   V  SLT
08022670   2455300.2775         12.896  0.008   V  SLT
08022670   2455317.2758         12.685  0.004   V  SLT
08022670   2455330.2826         12.611  0.003   V  SLT
08022670   2455330.1839         12.617  0.003   V  SLT
08022670   2455333.3160         12.909  0.003   V  SLT
08022670   2455388.3116         12.678  0.005   V  SLT
08022670   2455390.2309         13.186  0.006   V  SLT
08022670   2455392.2808         12.643  0.004   V  SLT
08022670   2455393.2821         12.899  0.005   V  SLT
08022670   2455416.2562         12.741  0.005   V  SLT
08022670   2455420.3011         12.789  0.008   V  SLT
08022670   2455421.2296         12.673  0.004   V  SLT
08022670   2455422.2242         12.938  0.005   V  SLT
08022670   2455423.2153         13.199  0.006   V  SLT
08022670   2455425.2208         12.662  0.005   V  SLT
08022670   2455428.2022         12.947  0.005   V  SLT
08022670   2455429.2000         12.660  0.005   V  SLT
08022670   2455431.2150         13.191  0.008   V  SLT
08022670   2455283.0002         13.177  0.011   V  TNG
08022670   2455284.9980         12.616  0.009   V  TNG
08022670   2455285.9957         12.888  0.008   V  TNG
08022670   2455286.9959         13.179  0.011   V  TNG
08022670   2455288.9931         12.626  0.012   V  TNG
08022670   2455289.9933         12.844  0.008   V  TNG
08022670   2455290.9917         13.191  0.011   V  TNG
08022670   2455291.9914         12.904  0.008   V  TNG
08022670   2455292.9905         12.613  0.008   V  TNG
08022670   2455293.9882         12.820  0.010   V  TNG
08022670   2455294.9884         13.146  0.010   V  TNG
08022670   2455295.9775         12.959  0.008   V  TNG
08022670   2455296.9856         12.596  0.007   V  TNG
08022670   2455298.9862         13.110  0.010   V  TNG
08022670   2455299.9836         13.010  0.007   V  TNG
08022670   2455300.9833         12.632  0.007   V  TNG
08022670   2455301.9814         12.748  0.007   V  TNG
08022670   2455302.9807         13.067  0.011   V  TNG
08022670   2455303.9793         13.097  0.012   V  TNG
08022670   2455304.9788         12.616  0.051   V  TNG
08022670   2455306.9770         13.013  0.009   V  TNG
08022670   2455318.8700         12.853  0.007   V  TNG
08022670   2455319.9654         13.175  0.009   V  TNG
08022670   2455320.9642         12.865  0.007   V  TNG
08022670   2455321.9644         12.600  0.005   V  TNG
08022670   2455322.9639         12.835  0.006   V  TNG
08022670   2455323.9628         13.183  0.007   V  TNG
08022670   2455324.9615         12.902  0.022   V  TNG
08022670   2455325.9611         12.582  0.005   V  TNG
08022670   2455326.9601         12.784  0.006   V  TNG
08022670   2455327.9597         13.143  0.008   V  TNG
08022670   2455329.9614         12.594  0.004   V  TNG
08022670   2455330.9617         12.746  0.004   V  TNG
08022670   2455332.9623         13.056  0.005   V  TNG
08022670   2455333.9600         12.619  0.004   V  TNG
08022670   2455334.9516         12.725  0.004   V  TNG
08022670   2455335.9549         13.048  0.005   V  TNG
08022670   2455336.9522         13.113  0.005   V  TNG
08022670   2455338.9406         12.683  0.004   V  TNG
08022670   2455339.9377         12.977  0.004   V  TNG
08022670   2455342.9359         12.656  0.004   V  TNG
08022670   2455343.9335         12.955  0.004   V  TNG
08022670   2455346.9240         12.632  0.004   V  TNG
08022670   2455347.9216         12.919  0.005   V  TNG
08022670   2455348.9403         13.197  0.005   V  TNG
08022670   2455349.9109         12.832  0.004   V  TNG
08022670   2455350.9092         12.606  0.004   V  TNG
08022670   2455351.9057         12.853  0.004   V  TNG
08022670   2455352.9028         13.189  0.006   V  TNG
08022670   2455355.8943         12.812  0.005   V  TNG
08022670   2455356.8915         13.168  0.006   V  TNG
08022670   2455357.8890         12.973  0.004   V  TNG
08022670   2455328.9628         12.970  0.007   V  TNG
08022670   2455278.3694         12.461  0.003   R  LOT
08022670   2455278.3336         12.446  0.003   R  LOT
08022670   2455385.2819         12.313  0.003   R  LOT
08022670   2455408.2401         12.003  0.002   R  LOT
08022670   2455271.3355         12.268  0.006   R  SLT
08022670   2455272.3417         11.994  0.003   R  SLT
08022670   2455273.3377         12.192  0.004   R  SLT
08022670   2455298.3099         12.241  0.003   R  SLT
08022670   2455298.3546         12.250  0.003   R  SLT
08022670   2455298.2654         12.224  0.004   R  SLT
08022670   2455299.3224         12.513  0.004   R  SLT
08022670   2455299.2800         12.510  0.007   R  SLT
08022670   2455300.2785         12.245  0.005   R  SLT
08022670   2455317.2769         12.056  0.003   R  SLT
08022670   2455330.2835         11.993  0.002   R  SLT
08022670   2455330.1849         11.985  0.002   R  SLT
08022670   2455333.3169         12.249  0.002   R  SLT
08022670   2455388.3127         12.024  0.003   R  SLT
08022670   2455390.2319         12.509  0.003   R  SLT
08022670   2455392.2819         12.001  0.003   R  SLT
08022670   2455393.2832         12.234  0.003   R  SLT
08022670   2455416.2572         12.101  0.003   R  SLT
08022670   2455420.3023         12.120  0.005   R  SLT
08022670   2455421.2307         12.024  0.003   R  SLT
08022670   2455422.2253         12.264  0.003   R  SLT
08022670   2455423.2164         12.513  0.003   R  SLT
08022670   2455425.2219         12.018  0.003   R  SLT
08022670   2455428.2034         12.274  0.003   R  SLT
08022670   2455429.2011         12.023  0.003   R  SLT
08022670   2455431.2161         12.488  0.004   R  SLT
08022670   2455282.9994         12.504  0.006   R  TNG
08022670   2455284.9973         11.999  0.005   R  TNG
08022670   2455285.9950         12.247  0.005   R  TNG
08022670   2455286.9952         12.522  0.006   R  TNG
08022670   2455288.9924         11.997  0.007   R  TNG
08022670   2455289.9926         12.207  0.004   R  TNG
08022670   2455290.9910         12.501  0.006   R  TNG
08022670   2455291.9906         12.254  0.005   R  TNG
08022670   2455292.9898         11.979  0.004   R  TNG
08022670   2455293.9875         12.174  0.006   R  TNG
08022670   2455294.9876         12.465  0.005   R  TNG
08022670   2455295.9768         12.305  0.005   R  TNG
08022670   2455296.9848         11.981  0.004   R  TNG
08022670   2455298.9855         12.439  0.005   R  TNG
08022670   2455299.9829         12.343  0.004   R  TNG
08022670   2455300.9825         12.000  0.004   R  TNG
08022670   2455301.9807         12.107  0.004   R  TNG
08022670   2455302.9799         12.388  0.006   R  TNG
08022670   2455303.9786         12.396  0.006   R  TNG
08022670   2455306.9763         12.363  0.005   R  TNG
08022670   2455318.8692         12.191  0.004   R  TNG
08022670   2455319.9646         12.483  0.005   R  TNG
08022670   2455320.8473         12.270  0.004   R  TNG
08022670   2455321.9636         11.968  0.003   R  TNG
08022670   2455322.9631         12.176  0.003   R  TNG
08022670   2455323.9620         12.486  0.004   R  TNG
08022670   2455324.9607         12.265  0.012   R  TNG
08022670   2455325.9603         11.966  0.003   R  TNG
08022670   2455326.9593         12.134  0.004   R  TNG
08022670   2455327.9589         12.471  0.004   R  TNG
08022670   2455329.9605         11.976  0.003   R  TNG
08022670   2455330.9608         12.115  0.003   R  TNG
08022670   2455331.9613         12.434  0.013   R  TNG
08022670   2455332.9631         12.355  0.003   R  TNG
08022670   2455333.9609         11.996  0.003   R  TNG
08022670   2455334.9577         12.073  0.003   R  TNG
08022670   2455335.9558         12.392  0.003   R  TNG
08022670   2455336.9456         12.424  0.003   R  TNG
08022670   2455338.9466         12.054  0.003   R  TNG
08022670   2455339.9443         12.325  0.003   R  TNG
08022670   2455342.9293         12.034  0.003   R  TNG
08022670   2455343.9269         12.304  0.003   R  TNG
08022670   2455346.9175         12.012  0.002   R  TNG
08022670   2455347.9152         12.258  0.003   R  TNG
08022670   2455348.9412         12.523  0.003   R  TNG
08022670   2455349.9175         12.193  0.002   R  TNG
08022670   2455350.9078         11.998  0.003   R  TNG
08022670   2455351.9123         12.199  0.003   R  TNG
08022670   2455352.9094         12.511  0.003   R  TNG
08022670   2455355.9009         12.165  0.003   R  TNG
08022670   2455356.8981         12.485  0.003   R  TNG
08022670   2455357.8956         12.318  0.003   R  TNG
08022670   2455328.9620         12.317  0.004   R  TNG
08022670   2455278.3703         11.810  0.003   I  LOT
08022670   2455278.3344         11.811  0.003   I  LOT
08022670   2455385.2830         11.635  0.002   I  LOT
08022670   2455408.2412         11.394  0.002   I  LOT
08022670   2455271.3364         11.600  0.003   I  SLT
08022670   2455272.3427         11.350  0.003   I  SLT
08022670   2455273.3386         11.519  0.004   I  SLT
08022670   2455298.3108         11.568  0.003   I  SLT
08022670   2455298.3556         11.576  0.002   I  SLT
08022670   2455298.2663         11.546  0.004   I  SLT
08022670   2455299.3233         11.788  0.004   I  SLT
08022670   2455299.2809         11.768  0.006   I  SLT
08022670   2455300.2795         11.565  0.004   I  SLT
08022670   2455317.2779         11.402  0.002   I  SLT
08022670   2455329.2497         11.550  0.003   I  SLT
08022670   2455330.2845         11.362  0.002   I  SLT
08022670   2455330.3118         11.351  0.002   I  SLT
08022670   2455330.1858         11.357  0.002   I  SLT
08022670   2455333.3179         11.586  0.002   I  SLT
08022670   2455388.3138         11.391  0.003   I  SLT
08022670   2455390.2330         11.775  0.003   I  SLT
08022670   2455392.2829         11.370  0.002   I  SLT
08022670   2455393.2842         11.561  0.002   I  SLT
08022670   2455416.2583         11.463  0.002   I  SLT
08022670   2455420.3034         11.479  0.003   I  SLT
08022670   2455421.2318         11.395  0.002   I  SLT
08022670   2455422.2265         11.593  0.003   I  SLT
08022670   2455423.2175         11.782  0.003   I  SLT
08022670   2455425.2230         11.382  0.002   I  SLT
08022670   2455428.2045         11.591  0.002   I  SLT
08022670   2455429.2023         11.381  0.003   I  SLT
08022670   2455431.2172         11.772  0.003   I  SLT
08022670   2455282.9987         11.805  0.006   I  TNG
08022670   2455284.9966         11.393  0.005   I  TNG
08022670   2455285.9943         11.605  0.004   I  TNG
08022670   2455286.9945         11.799  0.005   I  TNG
08022670   2455288.9917         11.403  0.006   I  TNG
08022670   2455289.9918         11.562  0.004   I  TNG
08022670   2455290.9903         11.811  0.006   I  TNG
08022670   2455291.9899         11.603  0.005   I  TNG
08022670   2455292.9890         11.365  0.004   I  TNG
08022670   2455293.9868         11.535  0.005   I  TNG
08022670   2455294.9869         11.770  0.005   I  TNG
08022670   2455295.9761         11.637  0.004   I  TNG
08022670   2455296.9841         11.360  0.004   I  TNG
08022670   2455298.9848         11.755  0.005   I  TNG
08022670   2455299.9821         11.686  0.004   I  TNG
08022670   2455300.9818         11.368  0.003   I  TNG
08022670   2455301.9800         11.482  0.004   I  TNG
08022670   2455302.9792         11.719  0.005   I  TNG
08022670   2455303.9779         11.736  0.006   I  TNG
08022670   2455304.9774         11.381  0.032   I  TNG
08022670   2455306.9756         11.691  0.005   I  TNG
08022670   2455318.8684         11.556  0.004   I  TNG
08022670   2455319.9638         11.775  0.004   I  TNG
08022670   2455320.8465         11.618  0.004   I  TNG
08022670   2455321.9628         11.361  0.003   I  TNG
08022670   2455322.9623         11.548  0.003   I  TNG
08022670   2455323.9612         11.791  0.004   I  TNG
08022670   2455324.9599         11.627  0.010   I  TNG
08022670   2455325.9596         11.357  0.003   I  TNG
08022670   2455326.9585         11.521  0.003   I  TNG
