#   2MASS JHK light curves for RR Lyrae star SDSSJ015450+001501 (2969 epochs) 
#   For details, see Szabo et al. (2013) 
#   sourceID     ra        dec        mjd_bjd      J     Jerr Jq    H     Herr Hq    K     Kerr Kq
    15579619 28.709001  0.250373  51105.1748416 14.071  0.026  A 13.918  0.034  A 13.913  0.074  A
    15591642 28.708974  0.250387  51105.2616417 14.182  0.034  A 13.988  0.040  A 13.886  0.059  A
    15591730 28.708996  0.250369  51105.2619417 14.237  0.030  A 13.892  0.038  A 13.991  0.071  A
    15594649 28.709011  0.250379  51105.2636417 14.231  0.033  A 13.913  0.035  A 13.881  0.065  A
    15594738 28.709022  0.250377  51105.2640417 14.223  0.029  A 13.908  0.039  A 13.861  0.059  A
    15597759 28.708989  0.250385  51105.2657417 14.197  0.029  A 13.965  0.027  A 13.865  0.059  A
    15597860 28.709004  0.250377  51105.2661417 14.259  0.030  A 13.871  0.036  A 13.915  0.048  A
    18624390 28.708959  0.250387  51106.1748411 14.419  0.038  A 14.142  0.047  A 14.157  0.071  A
    18624480 28.708990  0.250377  51106.1751411 14.437  0.034  A 14.174  0.047  A 14.266  0.072  A
    18627582 28.708991  0.250384  51106.1768411 14.393  0.029  A 14.100  0.042  A 14.006  0.062  A
    18627689 28.709004  0.250372  51106.1772411 14.448  0.031  A 14.137  0.033  A 14.083  0.068  A
    18630713 28.709005  0.250383  51106.1789411 14.464  0.034  A 14.123  0.044  A 14.060  0.061  A
    18630796 28.708987  0.250371  51106.1793411 14.492  0.034  A 14.076  0.044  A 14.019  0.064  A
    18642102 28.708984  0.250374  51106.2484411 14.603  0.033  A 14.238  0.036  A 14.170  0.069  A
    18642199 28.709011  0.250365  51106.2488411 14.501  0.034  A 14.248  0.033  A 14.216  0.057  A
    18645324 28.709020  0.250372  51106.2505411 14.586  0.033  A 14.265  0.041  A 14.174  0.061  A
    18645419 28.709000  0.250408  51106.2509411 14.564  0.033  A 14.225  0.037  A 14.187  0.066  A
    18648522 28.709002  0.250381  51106.2526411 14.522  0.032  A 14.225  0.027  A 14.224  0.062  A
    18648596 28.708978  0.250393  51106.2530411 14.555  0.027  A 14.238  0.044  A 14.268  0.073  A
    18661346 28.709013  0.250374  51106.3421410 14.042  0.026  A 13.956  0.041  A 13.966  0.064  A
    18661442 28.708987  0.250394  51106.3424410 14.013  0.029  A 13.879  0.044  A 13.868  0.064  A
    18664282 28.708995  0.250371  51106.3441410 14.008  0.028  A 13.973  0.042  A 13.890  0.062  A
    18664382 28.709004  0.250391  51106.3445410 13.991  0.029  A 13.992  0.044  A 13.927  0.065  A
    18667366 28.709005  0.250413  51106.3462409 13.994  0.028  A 13.866  0.037  A 13.812  0.062  A
    18667442 28.708977  0.250408  51106.3466409 14.026  0.029  A 13.952  0.042  A 13.926  0.067  A
    19459583 28.709014  0.250371  51107.1821390 14.182  0.026  A 13.969  0.022  A 13.891  0.051  A
    19459678 28.708990  0.250373  51107.1824390 14.204  0.032  A 13.962  0.038  A 13.925  0.061  A
    19545237 28.708992  0.250374  51107.1842390 14.193  0.027  A 13.926  0.041  A 13.891  0.050  A
    19545333 28.709006  0.250365  51107.1845390 14.202  0.029  A 14.027  0.038  A 13.834  0.055  A
    19548322 28.709012  0.250374  51107.1863390 14.189  0.030  A 13.911  0.038  A 13.845  0.055  A
    19548375 28.709007  0.250378  51107.1866390 14.195  0.030  A 13.950  0.036  A 13.852  0.054  A
    19551471 28.708977  0.250401  51107.2654388 14.261  0.026  A 13.978  0.037  A 13.830  0.058  A
    19551560 28.708992  0.250365  51107.2657388 14.325  0.032  A 13.974  0.040  A 13.990  0.070  A
    19564203 28.708995  0.250375  51107.2675388 14.290  0.024  A 13.920  0.035  A 13.902  0.062  A
    19564287 28.708998  0.250384  51107.2678388 14.213  0.029  A 13.936  0.032  A 13.982  0.065  A
    19567210 28.709030  0.250388  51107.2695388 14.276  0.032  A 14.010  0.046  A 14.049  0.068  A
    19567298 28.709001  0.250391  51107.2699388 14.288  0.027  A 14.060  0.047  A 13.920  0.066  A
    16873183 28.708970  0.250399  51108.1802351 14.480  0.035  A 14.186  0.041  A 14.107  0.059  A
    16873253 28.709021  0.250365  51108.1806351 14.607  0.033  A 14.209  0.046  A 14.303  0.071  A
    16876248 28.709014  0.250367  51108.1823351 14.489  0.029  A 14.202  0.041  A 14.262  0.070  A
    16876329 28.709017  0.250364  51108.1827351 14.490  0.029  A 14.249  0.041  A 14.049  0.060  A
    16879300 28.708995  0.250404  51108.1844351 14.486  0.026  A 14.256  0.046  A 14.146  0.070  A
    16879383 28.708985  0.250390  51108.1848351 14.506  0.029  A 14.249  0.044  A 14.263  0.079  A
    16981635 28.709003  0.250409  51109.1755296 14.296  0.034  A 13.997  0.042  A 13.953  0.065  A
    16981708 28.708978  0.250379  51109.1759296 14.274  0.033  A 13.942  0.041  A 13.886  0.066  A
    16984629 28.708992  0.250362  51109.1776296 14.252  0.029  A 14.038  0.037  A 13.912  0.068  A
    16984717 28.708996  0.250396  51109.1780296 14.273  0.031  A 14.027  0.044  A 13.973  0.058  A
    16987812 28.709037  0.250367  51109.1797296 14.324  0.034  A 13.948  0.046  A 14.001  0.068  A
    16987907 28.709014  0.250364  51109.1801296 14.255  0.030  A 13.931  0.044  A 13.896  0.066  A
    17000365 28.708990  0.250367  51109.2567291 14.261  0.032  A 14.024  0.038  A 13.969  0.060  A
    17000451 28.708994  0.250375  51109.2570291 14.391  0.033  A 14.090  0.043  A 13.925  0.061  A
    17003522 28.708981  0.250378  51109.2587291 14.335  0.029  A 14.067  0.043  A 14.002  0.068  A
    17003610 28.708997  0.250401  51109.2591291 14.282  0.029  A 14.052  0.042  A 13.911  0.059  A
    17006588 28.708998  0.250405  51109.2608291 14.309  0.031  A 13.995  0.052  A 14.186  0.083  A
    17006683 28.709010  0.250386  51109.2612291 14.338  0.038  A 14.077  0.042  A 14.098  0.077  A
    17523252 28.709008  0.250369  51110.1757224 14.035  0.031  A 13.969  0.053  A 13.876  0.078  A
    17523345 28.708977  0.250379  51110.1761224 14.019  0.034  A 13.959  0.048  A 14.046  0.079  A
    17526207 28.709009  0.250394  51110.1778223 14.106  0.035  A 14.025  0.050  A 13.936  0.075  A
    17526283 28.709020  0.250369  51110.1781223 14.186  0.036  A 14.140  0.060  A 14.282  0.097  A
    17529086 28.708964  0.250418  51110.1799223 14.080  0.036  A 14.041  0.047  A 14.074  0.076  A
    17529164 28.708982  0.250355  51110.1802223 14.152  0.036  A 14.023  0.055  A 13.986  0.085  A
    17541096 28.709019  0.250359  51110.2568217 14.105  0.033  A 13.871  0.042  A 13.838  0.064  A
    17541187 28.708968  0.250388  51110.2571217 14.046  0.034  A 13.977  0.041  A 13.903  0.057  A
    17544177 28.708988  0.250377  51110.2589217 14.058  0.034  A 13.938  0.045  A 13.862  0.068  A
    17544277 28.709024  0.250382  51110.2592217 14.100  0.037  A 13.950  0.045  A 14.056  0.073  A
    17547191 28.708999  0.250372  51110.2610217 14.111  0.037  A 13.912  0.047  A 13.795  0.064  A
    17547288 28.709004  0.250376  51110.2613217 14.180  0.035  A 13.947  0.043  A 13.844  0.057  A
    17598823 28.709016  0.250381  51111.1604135 14.323  0.038  A 14.027  0.044  A 14.041  0.073  A
    17598916 28.709007  0.250374  51111.1607135 14.307  0.039  A 14.008  0.046  A 13.950  0.064  A
    17601815 28.708979  0.250384  51111.1625135 14.349  0.038  A 14.056  0.052  A 13.996  0.070  A
    17601909 28.709008  0.250457  51111.1628135 14.243  0.036  A 13.974  0.049  A 13.806  0.056  A
    17604719 28.708999  0.250342  51111.1646135 14.367  0.036  A 14.031  0.046  A 14.004  0.076  A
    17604813 28.708989  0.250355  51111.1649135 14.384  0.043  A 14.157  0.048  A 13.961  0.070  A
    17617128 28.708970  0.250380  51111.2516127 14.383  0.036  A 14.059  0.043  A 14.133  0.075  A
    17617220 28.709022  0.250424  51111.2520127 14.347  0.037  A 14.085  0.051  A 14.118  0.072  A
    17620135 28.708961  0.250382  51111.2537127 14.421  0.035  A 14.119  0.052  A 13.967  0.073  A
    17620229 28.709009  0.250352  51111.2541127 14.364  0.039  A 14.050  0.049  A 14.227  0.097  A
    17623086 28.708967  0.250386  51111.2558127 14.447  0.040  A 14.111  0.051  A 14.183  0.091  A
    17623177 28.709023  0.250411  51111.2561127 14.372  0.037  A 14.155  0.054  A 14.059  0.078  A
    18720423 28.708983  0.250374  51112.0444041 14.194  0.032  A 14.022  0.059  A 14.221  0.093  A
    18720503 28.709000  0.250388  51112.0448041 14.171  0.030  A 14.009  0.055  A 14.026  0.080  A
    18723435 28.708968  0.250356  51112.0465041 14.131  0.027  A 13.963  0.060  A 14.003  0.075  A
    18723516 28.709002  0.250386  51112.0468041 14.190  0.033  A 13.933  0.051  A 14.003  0.070  A
    18726397 28.709051  0.250359  51112.0486041 14.154  0.033  A 13.942  0.054  A 13.984  0.073  A
    18726476 28.708984  0.250396  51112.0489041 14.139  0.030  A 14.046  0.054  A 13.942  0.075  A
    18739026 28.708991  0.250359  51112.1356032 14.091  0.026  A 13.929  0.039  A 14.021  0.057  A
    18739121 28.709017  0.250369  51112.1360032 14.067  0.027  A 13.960  0.034  A 13.926  0.058  A
    18741982 28.708980  0.250297  51112.1377032 14.122  0.029  A 13.910  0.042  A 13.993  0.064  A
    18742060 28.709013  0.250404  51112.1380032 14.116  0.024  A 13.962  0.038  A 14.048  0.060  A
    18744976 28.708992  0.250382  51112.1398031 14.040  0.026  A 13.938  0.046  A 13.743  0.052  A
    18745062 28.708972  0.250357  51112.1401031 14.111  0.032  A 13.961  0.022  A 13.943  0.055  A
    18757500 28.708988  0.250413  51112.2175023 14.210  0.027  A 13.903  0.041  A 13.910  0.060  A
    18757570 28.709003  0.250390  51112.2178023 14.084  0.029  A 13.982  0.057  A 13.771  0.046  A
    18760498 28.709004  0.250355  51112.2196023 14.121  0.030  A 13.854  0.044  A 13.885  0.052  A
    18760591 28.708979  0.250374  51112.2199023 14.256  0.033  A 13.908  0.047  A 14.042  0.069  A
    18763526 28.709013  0.250383  51112.2217023 14.222  0.030  A 13.940  0.041  A 14.018  0.066  A
    18763606 28.708997  0.250381  51112.2220023 14.137  0.029  A 13.929  0.039  A 13.910  0.056  A
    18776180 28.709034  0.250374  51112.3010014 14.254  0.027  A 13.946  0.044  A 13.856  0.061  A
    18776279 28.709016  0.250388  51112.3013014 14.245  0.026  A 13.837  0.043  A 13.915  0.069  A
    18779185 28.708997  0.250382  51112.3031014 14.218  0.032  A 13.971  0.047  A 14.013  0.066  A
    18779268 28.708995  0.250384  51112.3034014 14.213  0.036  A 13.890  0.050  A 13.995  0.066  A
    18782183 28.709024  0.250362  51112.3052013 14.191  0.027  A 13.915  0.046  A 13.765  0.059  A
    18782272 28.708980  0.250382  51112.3055013 14.305  0.033  A 13.920  0.041  A 13.990  0.077  A
    17654613 28.708993  0.250374  51113.0937914 14.405  0.033  A 14.064  0.047  A 14.041  0.064  A
    17654712 28.708983  0.250385  51113.0941914 14.349  0.035  A 14.085  0.035  A 14.032  0.068  A
    17657667 28.709002  0.250380  51113.0958914 14.368  0.032  A 14.053  0.042  A 13.964  0.060  A
    17657742 28.709009  0.250375  51113.0961914 14.371  0.036  A 14.041  0.049  A 14.023  0.059  A
    17660657 28.708989  0.250398  51113.0979914 14.357  0.032  A 14.028  0.035  A 13.935  0.065  A
    17660739 28.709031  0.250368  51113.0982914 14.435  0.032  A 14.049  0.048  A 14.031  0.069  A
    17673455 28.709010  0.250375  51113.1771904 14.397  0.029  A 14.065  0.036  A 14.035  0.061  A
    17673551 28.709002  0.250348  51113.1775904 14.412  0.035  A 14.147  0.051  A 14.050  0.061  A
    17676456 28.709034  0.250381  51113.1792904 14.475  0.032  A 14.028  0.041  A 14.065  0.064  A
    17676565 28.708957  0.250392  51113.1795904 14.415  0.032  A 14.164  0.046  A 14.057  0.061  A
    17679579 28.709001  0.250386  51113.1813904 14.408  0.024  A 14.154  0.041  A 14.131  0.062  A
    17679663 28.708997  0.250402  51113.1816904 14.445  0.024  A 14.176  0.046  A 14.293  0.071  A
    17697240 28.709022  0.250365  51113.2604894 14.588  0.036  A 14.208  0.034  A 14.176  0.064  A
    17697328 28.708992  0.250391  51113.2608894 14.466  0.035  A 14.221  0.037  A 14.080  0.071  A
    17700255 28.709005  0.250394  51113.2625893 14.598  0.033  A 14.218  0.050  A 14.223  0.073  A
    17700344 28.709001  0.250399  51113.2629893 14.553  0.033  A 14.236  0.043  A 14.196  0.073  A
    17703313 28.708993  0.250408  51113.2646893 14.547  0.029  A 14.301  0.045  A 14.208  0.072  A
    17703395 28.708991  0.250395  51113.2649893 14.495  0.027  A 14.265  0.038  A 14.131  0.065  A
    55871657 28.709005  0.250387  51113.2889890 14.449  0.030  A 14.266  0.045  A 14.227  0.061  A
    55871780 28.709014  0.250388  51113.2892890 14.329  0.031  A 14.176  0.046  A 14.115  0.052  A
    58958461 28.709006  0.250405  51113.2910890 14.330  0.031  A 14.188  0.047  A 14.129  0.058  A
    58958560 28.708984  0.250428  51113.2913890 14.383  0.031  A 14.208  0.052  A 14.069  0.058  A
    58961552 28.708999  0.250403  51113.2931889 14.369  0.027  A 14.285  0.046  A 14.102  0.057  A
    58961648 28.708991  0.250382  51113.2934889 14.329  0.031  A 14.205  0.046  A 14.152  0.056  A
    58964509 28.709017  0.250350  51113.3711879 14.157  0.031  A 14.029  0.043  A 14.001  0.053  A
    58964602 28.709013  0.250380  51113.3715879 14.127  0.032  A 13.898  0.045  A 14.040  0.062  A
    58976852 28.708992  0.250381  51113.3732878 14.045  0.030  A 13.974  0.040  A 14.020  0.054  A
    58976928 28.709002  0.250385  51113.3736878 14.022  0.029  A 13.906  0.040  A 13.906  0.049  A
    58979795 28.708985  0.250358  51113.3753878 14.123  0.029  A 13.938  0.045  A 14.012  0.053  A
    58979895 28.709010  0.250358  51113.3757878 14.049  0.031  A 14.049  0.050  A 13.938  0.058  A
    25904402 28.708951  0.250342  51114.0450782 14.115  0.036  A 14.004  0.049  A 14.027  0.072  A
    25904487 28.708978  0.250356  51114.0453782 14.100  0.022  A 13.952  0.052  A 13.937  0.078  A
    32753163 28.709014  0.250349  51114.0471782 14.103  0.026  A 14.116  0.065  A 13.946  0.064  A
    32753231 28.708960  0.250398  51114.0474782 14.110  0.029  A 13.909  0.046  A 13.817  0.064  A
    32756164 28.708983  0.250379  51114.0491781 14.031  0.027  A 13.927  0.051  A 13.836  0.065  A
    32756236 28.709028  0.250375  51114.0495781 14.114  0.029  A 13.922  0.054  A 13.744  0.062  A
    32759220 28.709009  0.250402  51114.1331770 14.152  0.024  A 13.929  0.041  A 13.848  0.052  A
    32759311 28.709006  0.250363  51114.1334770 14.138  0.026  A 13.877  0.039  A 13.782  0.055  A
    32774042 28.708993  0.250362  51114.1352770 14.137  0.026  A 13.890  0.034  A 13.871  0.054  A
    32774131 28.709008  0.250370  51114.1355770 14.155  0.032  A 13.943  0.032  A 13.969  0.070  A
    32777199 28.708985  0.250370  51114.1373769 14.180  0.029  A 13.943  0.022  A 14.011  0.063  A
    32777288 28.709018  0.250380  51114.1376769 14.204  0.027  A 13.974  0.047  A 13.894  0.053  A
    32780197 28.708999  0.250386  51114.2163758 14.180  0.030  A 13.925  0.040  A 13.771  0.051  A
    32780281 28.709016  0.250380  51114.2166758 14.233  0.031  A 13.971  0.026  A 13.963  0.051  A
    32793135 28.709010  0.250371  51114.2184758 14.253  0.027  A 13.893  0.027  A 13.941  0.061  A
    32793211 28.708992  0.250392  51114.2187758 14.204  0.031  A 13.951  0.037  A 13.818  0.052  A
    32796146 28.709013  0.250377  51114.2204758 14.168  0.023  A 13.909  0.037  A 13.853  0.050  A
    32796232 28.708987  0.250405  51114.2208758 14.221  0.029  A 13.943  0.040  A 14.007  0.058  A
    32799154 28.708994  0.250379  51114.2994746 14.288  0.031  A 13.914  0.049  A 13.875  0.062  A
    32799228 28.709011  0.250402  51114.2998746 14.293  0.029  A 14.046  0.039  A 13.935  0.060  A
    32812239 28.709013  0.250375  51114.3015746 14.345  0.034  A 13.961  0.034  A 13.889  0.066  A
    32812333 28.708978  0.250422  51114.3018746 14.307  0.030  A 13.942  0.039  A 14.025  0.054  A
    32815272 28.708994  0.250370  51114.3036746 14.255  0.024  A 14.033  0.043  A 14.020  0.071  A
    32815354 28.708965  0.250374  51114.3039746 14.383  0.034  A 13.988  0.038  A 13.969  0.065  A
    15669627 28.708960  0.250336  51116.0465455 14.151  0.036  A 13.952  0.042  A 14.096  0.072  A
    15669701 28.708945  0.250366  51116.0469455 14.135  0.027  A 13.934  0.037  A 13.892  0.052  A
    15672576 28.709030  0.250352  51116.0486455 14.145  0.027  A 13.897  0.041  A 13.901  0.066  A
    15672658 28.709019  0.250352  51116.0490455 14.152  0.030  A 14.032  0.050  A 13.994  0.069  A
    15675539 28.709009  0.250390  51116.0507454 14.145  0.026  A 13.973  0.031  A 13.744  0.050  A
    15675609 28.708991  0.250350  51116.0510454 14.113  0.033  A 13.893  0.027  A 13.913  0.065  A
    15687881 28.709014  0.250368  51116.1326441 14.208  0.032  A 13.959  0.044  A 13.923  0.058  A
    15687960 28.709018  0.250354  51116.1330441 14.216  0.029  A 13.958  0.043  A 13.889  0.051  A
    15690785 28.708981  0.250362  51116.1347440 14.243  0.029  A 13.907  0.041  A 14.080  0.066  A
    15690874 28.709009  0.250392  51116.1351440 14.241  0.024  A 13.850  0.043  A 13.927  0.065  A
    15693760 28.708997  0.250356  51116.1368440 14.231  0.027  A 13.891  0.037  A 14.069  0.067  A
    15693846 28.709026  0.250376  51116.1372440 14.305  0.029  A 13.912  0.041  A 13.873  0.055  A
    15706219 28.709005  0.250373  51116.2141427 14.334  0.028  A 13.954  0.041  A 13.961  0.066  A
    15706306 28.709010  0.250376  51116.2145426 14.259  0.032  A 13.942  0.045  A 14.059  0.059  A
    15709223 28.708977  0.250376  51116.2162426 14.287  0.027  A 13.972  0.036  A 13.946  0.054  A
    15709314 28.709019  0.250375  51116.2166426 14.305  0.034  A 13.992  0.027  A 13.979  0.056  A
    15712318 28.708977  0.250398  51116.2183426 14.267  0.034  A 14.076  0.039  A 13.912  0.051  A
    15712390 28.709017  0.250369  51116.2186426 14.349  0.029  A 13.966  0.035  A 13.946  0.057  A
    15725068 28.709007  0.250392  51116.2965412 14.422  0.036  A 13.980  0.044  A 14.103  0.073  A
    15725148 28.708973  0.250380  51116.2969412 14.365  0.030  A 14.104  0.034  A 13.910  0.064  A
    15728111 28.708978  0.250368  51116.2986411 14.338  0.034  A 14.142  0.033  A 14.106  0.080  A
    15728199 28.709007  0.250387  51116.2990411 14.335  0.030  A 14.061  0.030  A 14.002  0.078  A
    15731173 28.708996  0.250357  51116.3007411 14.361  0.032  A 14.116  0.063  A 13.990  0.064  A
    15731264 28.708992  0.250395  51116.3011411 14.366  0.032  A 14.018  0.049  A 14.070  0.066  A
    15799091 28.708996  0.250351  51117.0886259 14.521  0.034  A 14.254  0.053  A 14.227  0.073  A
    15799182 28.709002  0.250356  51117.0889259 14.531  0.023  A 14.312  0.041  A 14.481  0.094  A
    15802059 28.709001  0.250365  51117.0907259 14.511  0.030  A 14.243  0.033  A 14.089  0.059  A
    15802133 28.708979  0.250389  51117.0910259 14.510  0.026  A 14.182  0.029  A 14.221  0.074  A
    15805079 28.709005  0.250374  51117.0928258 14.506  0.033  A 14.203  0.044  A 14.003  0.063  A
    15805166 28.708971  0.250365  51117.0931258 14.545  0.029  A 14.265  0.034  A 14.241  0.086  A
    15817653 28.709010  0.250369  51117.1709244 14.059  0.029  A 13.893  0.040  A 13.968  0.058  A
    15817741 28.708994  0.250371  51117.1712244 14.050  0.027  A 13.962  0.022  A 13.830  0.050  A
    15820664 28.709025  0.250385  51117.1729243 14.088  0.032  A 13.985  0.032  A 14.033  0.059  A
    15820753 28.709001  0.250376  51117.1733243 14.053  0.029  A 13.862  0.032  A 14.013  0.056  A
    15823712 28.709010  0.250353  51117.1750243 14.110  0.031  A 13.974  0.030  A 13.924  0.058  A
    15823800 28.709013  0.250397  51117.1754243 14.040  0.027  A 13.895  0.039  A 13.911  0.059  A
    15836179 28.708999  0.250391  51117.2525228 14.097  0.029  A 13.963  0.038  A 13.917  0.059  A
    15836270 28.708992  0.250376  51117.2529228 14.132  0.030  A 13.975  0.033  A 14.082  0.063  A
    15839238 28.709008  0.250377  51117.2546227 14.128  0.029  A 13.958  0.037  A 13.874  0.055  A
    15839327 28.709000  0.250375  51117.2550227 14.119  0.027  A 13.888  0.041  A 13.882  0.066  A
    15842127 28.708999  0.250388  51117.2567227 14.134  0.027  A 13.921  0.031  A 13.906  0.047  A
    15842218 28.708991  0.250391  51117.2571227 14.141  0.027  A 13.973  0.028  A 13.996  0.064  A
    18846948 28.708968  0.250369  51118.0464062 14.216  0.033  A 13.987  0.039  A 13.964  0.067  A
    18847021 28.708964  0.250379  51118.0467062 14.204  0.030  A 13.940  0.042  A 13.923  0.064  A
    18849941 28.708976  0.250372  51118.0485061 14.165  0.035  A 13.944  0.045  A 13.825  0.064  A
    18850026 28.708980  0.250353  51118.0488061 14.329  0.039  A 13.914  0.036  A 13.899  0.060  A
    18852860 28.708986  0.250360  51118.0505061 14.240  0.034  A 13.943  0.035  A 13.948  0.062  A
    18852935 28.708998  0.250381  51118.0509061 14.260  0.029  A 13.983  0.056  A 13.861  0.061  A
    18864895 28.708985  0.250381  51118.1380043 14.294  0.031  A 13.984  0.038  A 13.978  0.064  A
    18864981 28.709004  0.250382  51118.1384043 14.281  0.028  A 13.985  0.044  A 13.928  0.064  A
    18867896 28.708983  0.250376  51118.1401043 14.300  0.030  A 13.967  0.051  A 13.827  0.052  A
    18867968 28.708982  0.250375  51118.1405043 14.273  0.034  A 14.068  0.052  A 14.092  0.067  A
    18870918 28.708974  0.250362  51118.1422042 14.308  0.028  A 14.048  0.029  A 13.820  0.049  A
    18871005 28.708992  0.250367  51118.1425042 14.259  0.030  A 14.065  0.037  A 14.104  0.062  A
    18882982 28.709008  0.250366  51118.2299024 14.376  0.032  A 14.116  0.036  A 13.911  0.052  A
    18883059 28.708989  0.250368  51118.2302024 14.355  0.034  A 14.056  0.049  A 14.068  0.066  A
    18885974 28.709026  0.250382  51118.2320024 14.408  0.029  A 14.047  0.027  A 14.101  0.073  A
    18886073 28.708998  0.250363  51118.2323024 14.339  0.036  A 14.063  0.035  A 14.006  0.051  A
    18889002 28.708989  0.250367  51118.2341023 14.404  0.032  A 14.200  0.046  A 14.058  0.069  A
    18889099 28.709010  0.250386  51118.2344023 14.391  0.031  A 14.070  0.047  A 13.999  0.058  A
    59794668 28.709011  0.250394  51123.2472731 14.325  0.029  A 14.055  0.041  A 13.963  0.053  A
    59797681 28.709007  0.250391  51123.2476731 14.291  0.031  A 13.988  0.039  A 14.056  0.049  A
    59797784 28.708993  0.250362  51123.2493730 14.274  0.025  A 14.070  0.045  A 13.950  0.044  A
    60049121 28.708994  0.250375  51123.2497730 14.296  0.024  A 14.001  0.038  A 13.927  0.047  A
    60049236 28.708998  0.250385  51123.2514729 14.358  0.027  A 14.040  0.042  A 13.971  0.047  A
    60052331 28.708989  0.250390  51123.2517729 14.326  0.031  A 14.080  0.042  A 14.027  0.046  A
    60052417 28.709015  0.250385  51123.3342705 14.370  0.027  A 14.128  0.039  A 14.069  0.047  A
    60055692 28.709019  0.250379  51123.3345704 14.394  0.032  A 14.072  0.038  A 14.031  0.051  A
    60055801 28.709007  0.250389  51123.3363704 14.373  0.031  A 14.149  0.040  A 14.044  0.051  A
    60069430 28.708995  0.250400  51123.3366704 14.418  0.030  A 14.121  0.035  A 14.077  0.054  A
    60069513 28.709018  0.250402  51123.3384703 14.354  0.027  A 14.085  0.033  A 14.023  0.047  A
    60073057 28.708994  0.250374  51123.3387703 14.325  0.029  A 14.047  0.038  A 14.013  0.054  A
    15898102 28.709014  0.250358  51124.0493484 14.525  0.034  A 14.230  0.055  A 14.160  0.073  A
    15898166 28.708981  0.250352  51124.0496484 14.524  0.033  A 14.136  0.055  A 14.206  0.079  A
    15900995 28.708989  0.250403  51124.0514484 14.528  0.040  A 14.306  0.058  A 14.152  0.082  A
    15901077 28.708993  0.250355  51124.0517483 14.507  0.037  A 14.390  0.069  A 14.116  0.080  A
    15904000 28.709000  0.250369  51124.0534483 14.452  0.034  A 14.213  0.055  A 14.174  0.072  A
    15904077 28.708965  0.250381  51124.0538483 14.540  0.035  A 14.335  0.060  A 14.257  0.081  A
    15916523 28.709022  0.250363  51124.1407457 14.208  0.030  A 14.082  0.034  A 14.014  0.062  A
    15916601 28.709012  0.250385  51124.1410457 14.229  0.032  A 14.066  0.040  A 14.115  0.062  A
    15919624 28.709005  0.250388  51124.1428456 14.225  0.032  A 14.078  0.041  A 14.005  0.062  A
    15919723 28.709004  0.250378  51124.1431456 14.171  0.027  A 14.049  0.039  A 14.109  0.069  A
    15922821 28.709004  0.250398  51124.1449455 14.164  0.030  A 14.127  0.042  A 14.140  0.074  A
    15922904 28.709019  0.250375  51124.1452455 14.196  0.027  A 14.052  0.040  A 14.076  0.063  A
    15935260 28.708970  0.250379  51124.2321428 14.232  0.033  A 14.030  0.047  A 14.080  0.061  A
    15935355 28.709001  0.250392  51124.2325428 14.075  0.029  A 13.889  0.036  A 13.958  0.064  A
    15938291 28.708991  0.250408  51124.2342428 14.044  0.029  A 13.968  0.032  A 13.877  0.057  A
    15938378 28.709018  0.250366  51124.2345428 14.107  0.029  A 13.956  0.034  A 13.963  0.055  A
    15941347 28.708997  0.250392  51124.2363427 14.138  0.029  A 13.981  0.041  A 13.924  0.051  A
    15941434 28.708993  0.250385  51124.2366427 14.151  0.029  A 13.933  0.040  A 14.062  0.062  A
    61242719 28.708999  0.250388  51125.2437102 14.329  0.031  A 14.118  0.050  A 14.066  0.050  A
    61245636 28.709019  0.250387  51125.2440102 14.389  0.030  A 14.008  0.041  A 13.964  0.053  A
    61245734 28.709019  0.250378  51125.2458101 14.394  0.031  A 14.079  0.046  A 14.094  0.053  A
    61548556 28.708980  0.250360  51125.2461101 14.423  0.034  A 14.097  0.043  A 14.014  0.051  A
    61548633 28.709019  0.250394  51125.2479100 14.400  0.030  A 14.037  0.037  A 13.956  0.051  A
    61551824 28.708996  0.250366  51125.2482100 14.417  0.032  A 14.076  0.039  A 14.045  0.049  A
    61551919 28.708998  0.250384  51125.3431068 14.481  0.029  A 14.284  0.046  A 14.340  0.070  A
    61555210 28.709011  0.250377  51125.3435068 14.474  0.032  A 14.295  0.050  A 14.181  0.063  A
    61555323 28.709014  0.250359  51125.3452068 14.536  0.035  A 14.341  0.051  A 14.244  0.065  A
    61568437 28.709004  0.250379  51125.3455068 14.506  0.033  A 14.263  0.053  A 14.194  0.068  A
    61568549 28.708998  0.250380  51125.3473067 14.550  0.031  A 14.297  0.052  A 14.240  0.064  A
    61571673 28.708988  0.250379  51125.3476067 14.543  0.032  A 14.293  0.047  A 14.218  0.067  A
    17940763 28.708970  0.250362  51126.0504828 14.178  0.027  A 14.043  0.051  A 13.944  0.062  A
    17940842 28.708995  0.250343  51126.0508827 14.183  0.032  A 14.111  0.048  A 13.879  0.061  A
    17943712 28.708998  0.250378  51126.0525827 14.167  0.032  A 14.030  0.050  A 13.969  0.064  A
    17943789 28.708994  0.250366  51126.0529827 14.219  0.033  A 14.039  0.052  A 14.061  0.061  A
    17946622 28.709030  0.250355  51126.0546826 14.242  0.033  A 14.011  0.045  A 14.045  0.072  A
    17946707 28.709009  0.250366  51126.0550826 14.242  0.030  A 14.008  0.043  A 13.976  0.068  A
    17959017 28.709001  0.250371  51126.1418797 14.109  0.029  A 13.892  0.046  A 13.878  0.049  A
    17959093 28.709006  0.250398  51126.1421797 14.094  0.030  A 13.990  0.044  A 13.928  0.063  A
